Data_Hora,IdTweet,Tweet,Candidato,Tweet_limpo,Sentimento_Final
2022-08-03 11:22:30+00:00,1554789802611990530,"Para o terror do PT, Tarcísio deve garantir a reeleição de Bolsonaro https://t.co/Ui1wzvaTmd",Bolsonaro,"para o terror do pt, tarcísio deve garantir a reeleição de bolsonaro ",Negativo
2022-08-03 11:22:29+00:00,1554789799902453765,@jairbolsonaro Misericórdia. Quanta decadência do ser humano,Bolsonaro, misericórdia. quanta decadência do ser humano,Neutro
2022-08-03 11:22:26+00:00,1554789789190262784,"Para o terror do PT, Tarcísio deve garantir a reeleição de Bolsonaro https://t.co/GCT2BYX7J4",Bolsonaro,"para o terror do pt, tarcísio deve garantir a reeleição de bolsonaro ",Negativo
2022-08-03 11:22:26+00:00,1554789787441274881,"'Tosco', Bolsonaro sente 'ira' com inédita 'rejeição de banqueiros', que preparam chegada de Lula, diz jornalista https://t.co/NJIIwxJB1U",Bolsonaro,"'tosco', bolsonaro sente 'ira' com inédita 'rejeição de banqueiros', que preparam chegada de lula, diz jornalista ",Neutro
2022-08-03 11:22:25+00:00,1554789783842574337,@jairbolsonaro #ForaBolsonaroeSuaQuadrilha #LulaNoPrimeiroTurno https://t.co/2K8RzsjRd7,Bolsonaro,   ,Neutro
2022-08-03 11:22:25+00:00,1554789782152265730,"@Metropoles @jairbolsonaro @LulaOficial A ideia é comparecer aos debates para mostrar o que nós fizemos
O direito de se manter em silêncio ele não vai usar",Bolsonaro,   a ideia é comparecer aos debates para mostrar o que nós fizemoso direito de se manter em silêncio ele não vai usar,Neutro
2022-08-03 11:22:22+00:00,1554789770974355456,"Novamente, Bolsonaro ficará frente a frente com Bonner e Renata e a Globo deve pegar ""fogo"" (veja o vídeo) https://t.co/LEW7d0JCnG",Bolsonaro,"novamente, bolsonaro ficará frente a frente com bonner e renata e a globo deve pegar ""fogo"" (veja o vídeo) ",Neutro
2022-08-03 11:22:22+00:00,1554789769112059905,@JoseMedeirosMT @jairbolsonaro Ele é  obrigado pela constituição?,Bolsonaro,  ele é  obrigado pela constituição?,Neutro
2022-08-03 11:22:21+00:00,1554789765962244096,"@GuilhermeBoulos Seu bolo de merda.
Bolsonaro 22 👉👉👉.",Bolsonaro, seu bolo de merda.bolsonaro 22 👉👉👉.,Neutro
2022-08-03 11:23:08+00:00,1554789965292359680,Bom dia e já podemos começar a nos preocupar com o 5% que disseram que irão votar no Ciro Gomes. Esse 5% pode fazer a bagaça ir pra segundo turno a toa.,Ciro Gomes,bom dia e já podemos começar a nos preocupar com o 5% que disseram que irão votar no ciro gomes. esse 5% pode fazer a bagaça ir pra segundo turno a toa.,Negativo
2022-08-03 11:22:57+00:00,1554789916122431490,"53%! Bozo tem 55%
Ciro só não desiste porque o espírito democrático e o bom- senso foram substituídos pelo rancor biliar.

Rejeição de Ciro Gomes é semelhante a de Bolsonaro https://t.co/shMdoIEjkS",Ciro Gomes,53%! bozo tem 55%ciro só não desiste porque o espírito democrático e o bom- senso foram substituídos pelo rancor biliar.rejeição de ciro gomes é semelhante a de bolsonaro ,Neutro
2022-08-03 11:22:41+00:00,1554789849852514304,"@AnarcoFino @cirogomes Tudo esse bla bla bla pra não falar q o governo de uma certa esquerda foi oq mais prendeu, encarceirou e matou pretos e pobres...",Ciro Gomes,"  tudo esse bla bla bla pra não falar q o governo de uma certa esquerda foi oq mais prendeu, encarceirou e matou pretos e pobres...",Neutro
2022-08-03 11:22:39+00:00,1554789840285204480,"Vocês que ainda não vão de Ciro Gomes é porque vocês ainda não viram o quanto ele representa vocês! 
O projeto acaba despertando isso pois quando vc lê, lá está o problema que pode estar atrasando sua vida. 
No meu caso educação integral! 
#CIROGAMES",Ciro Gomes,"vocês que ainda não vão de ciro gomes é porque vocês ainda não viram o quanto ele representa vocês! o projeto acaba despertando isso pois quando vc lê, lá está o problema que pode estar atrasando sua vida. no meu caso educação integral! ",Negativo
2022-08-03 11:22:29+00:00,1554789800347049984,@BrunoERodrigues @cirogomes Petistas já justificando o conchavo politico.,Ciro Gomes,  petistas já justificando o conchavo politico.,Neutro
2022-08-03 11:22:18+00:00,1554789754302078977,"@JornalismoWando @cirogomes Doutor em Direito Constitucional por Harvard, Adilson Moreira explica as diferenças entre os crimes de racismo e injúria racial. Ele diz que é preciso promover mudança na legislação brasileira sobre o racismo",Ciro Gomes,"  doutor em direito constitucional por harvard, adilson moreira explica as diferenças entre os crimes de racismo e injúria racial. ele diz que é preciso promover mudança na legislação brasileira sobre o racismo",Neutro
2022-08-03 11:22:16+00:00,1554789745674313728,"Voto no @cirogomes muito mais fácil que achar as esferas do Dragão kkkk
#CiroUnicaVia https://t.co/P3FSZDCx6a",Ciro Gomes,voto no  muito mais fácil que achar as esferas do dragão kkkk#cirounicavia ,Negativo
2022-08-03 11:22:06+00:00,1554789703504826369,"@cirogomes @DiraPaes Você é um grande homem,tem todo meu respeito e admiração também 🙏",Ciro Gomes,"  você é um grande homem,tem todo meu respeito e admiração também 🙏",Neutro
2022-08-03 11:22:05+00:00,1554789700707270656,@cirogomes Povo tem que se revoltar contra esse juros criminosos dos bancos. Agiotagem legalizada com o aval do Estado.,Ciro Gomes, povo tem que se revoltar contra esse juros criminosos dos bancos. agiotagem legalizada com o aval do estado.,Neutro
2022-08-03 11:21:57+00:00,1554789664921456647,"Eu sempre dizia ""Poxa, o Ciro não me ajuda a gostar dele, haha."" Depois dessa de chamar as políticas voltadas a mulheres, negros e LGBTQIAP+ de ""papo furado"", eu quero é que você vá se lascar, @cirogomes",Ciro Gomes,"eu sempre dizia ""poxa, o ciro não me ajuda a gostar dele, haha."" depois dessa de chamar as políticas voltadas a mulheres, negros e lgbtqiap+ de ""papo furado"", eu quero é que você vá se lascar, ",Positivo
2022-08-03 11:21:52+00:00,1554789645879222274,"@JornalismoWando @cirogomes Se é crime inafiançável, por que é tão difícil punir o racismo com rigor no Brasil? CUT BRASIL",Ciro Gomes,"  se é crime inafiançável, por que é tão difícil punir o racismo com rigor no brasil? cut brasil",Negativo
2022-08-03 11:21:52+00:00,1554789643345854465,"@thiagogdem @darasantanna @cirogomes Nasci e cresci no PDT. Meu pai é um dos fundadores. Saí em 2019 e concordo com o ""PTexplaining"". Porque quem ainda está dentro do partido parece não enxergar o qto se distanciaram de suas origens.",Ciro Gomes,"   nasci e cresci no pdt. meu pai é um dos fundadores. saí em 2019 e concordo com o ""ptexplaining"". porque quem ainda está dentro do partido parece não enxergar o qto se distanciaram de suas origens.",Negativo
2022-08-03 11:21:52+00:00,1554789642700029953,@fernandobarros O PT sempre fez isto com os partidos aliados. Em 2018 rejeitou aliança com o @cirogomes e sustentou a candidatura do Haddad mesmo sabendo que ele não era competitivo frente ao Bolsonaro no 2turno. E ainda fica cobrando lealdade dos partidos.,Ciro Gomes, o pt sempre fez isto com os partidos aliados. em 2018 rejeitou aliança com o  e sustentou a candidatura do haddad mesmo sabendo que ele não era competitivo frente ao bolsonaro no 2turno. e ainda fica cobrando lealdade dos partidos.,Negativo
2022-08-03 11:21:49+00:00,1554789633820696576,"@darasantanna @cirogomes Admirável o seu gesto de refrescar a memória do candidato, pena que, do alto de sua egotrip tresloucada, ele jamais fará revisão de suas falas, atos e muito menos das ideias. Siru virou algoz de si mesmo, carcomido pelo ressentimento que carrega. E isso cega.",Ciro Gomes,"  admirável o seu gesto de refrescar a memória do candidato, pena que, do alto de sua egotrip tresloucada, ele jamais fará revisão de suas falas, atos e muito menos das ideias. siru virou algoz de si mesmo, carcomido pelo ressentimento que carrega. e isso cega.",Neutro
2022-08-03 11:21:44+00:00,1554789609795616768,"@cirogomes 5% talvez 6% não passa disso, mas é pra valer.",Ciro Gomes," 5% talvez 6% não passa disso, mas é pra valer.",Neutro
2022-08-03 11:21:40+00:00,1554789592255156225,@darasantanna @cirogomes @daibarcarol olha isso,Ciro Gomes,   olha isso,Neutro
2022-08-03 11:21:38+00:00,1554789585384837120,"@mmdds89 @JonathasLopesPB @UOL Amigo exagero é continua na mãos dos banqueiros controlando os extremistas. Ciro Gomes é único preparado com projeto disposto a ser questionado e avaliado pra receber seu voto. 
Pesquisa aí #cironoavesso",Ciro Gomes,   amigo exagero é continua na mãos dos banqueiros controlando os extremistas. ciro gomes é único preparado com projeto disposto a ser questionado e avaliado pra receber seu voto. pesquisa aí ,Neutro
2022-08-03 11:21:15+00:00,1554789490597793794,"@violetadosanjos @LucioArturSa @cirogomes Quem ioga sujo por poder e o PT.

É ele que está atrapalhando a disputa, ou melhor, está atrapalhando o Brasil.",Ciro Gomes,"   quem ioga sujo por poder e o pt.é ele que está atrapalhando a disputa, ou melhor, está atrapalhando o brasil.",Neutro
2022-08-03 11:21:12+00:00,1554789477234753537,@cirogomes Igual tinha pro Ceará? Gracas ao Bozo tá chegando agua praquele povo da sua terra.,Ciro Gomes, igual tinha pro ceará? gracas ao bozo tá chegando agua praquele povo da sua terra.,Neutro
2022-08-03 11:20:52+00:00,1554789392765575171,"@cirogomes É Coroné...xinga o Loola, mete o pau na esquerda...vem segundo turno e vc volta cheio de amores...por isso é Bolsonaro 2022.",Ciro Gomes," é coroné...xinga o loola, mete o pau na esquerda...vem segundo turno e vc volta cheio de amores...por isso é bolsonaro 2022.",Neutro
2022-08-03 11:20:37+00:00,1554789329997815808,"@cirogomes Deixa de mentira, Coroné...tem taxas muito menores (e nenhuma chega a 80%). Larga mão de ser mentiroso...

https://t.co/B0g41V7PeO",Ciro Gomes," deixa de mentira, coroné...tem taxas muito menores (e nenhuma chega a 80%). larga mão de ser mentiroso...",Neutro
2022-08-03 11:20:27+00:00,1554789286150651904,"@CaioStormshadow @gustavations @cirogomes Essa ideia preconceituosa e estigmatizante contra nordestinos tem nome, sabia? E vc sabe qual é e o que ela significa. Tb encerrarei a discussão pq, nesse nível aí, não tem condição. Mostrou muita coisa pra quem quer ver.",Ciro Gomes,"   essa ideia preconceituosa e estigmatizante contra nordestinos tem nome, sabia? e vc sabe qual é e o que ela significa. tb encerrarei a discussão pq, nesse nível aí, não tem condição. mostrou muita coisa pra quem quer ver.",Neutro
2022-08-03 11:20:10+00:00,1554789216353140736,"@SheilaGeist @BetoAlbuquerque @cirogomes A máquina de moer partido e novos quadros políticos modo hard. O Danones deve estar com a pluga atrás da orelha agora, 6 num acham?",Ciro Gomes,"   a máquina de moer partido e novos quadros políticos modo hard. o danones deve estar com a pluga atrás da orelha agora, 6 num acham?",Negativo
2022-08-03 11:20:07+00:00,1554789205376638976,@AnarcoFino @cirogomes Xingamento de turma boa é elogio.,Ciro Gomes,  xingamento de turma boa é elogio.,Neutro
2022-08-03 11:19:49+00:00,1554789128104968196,"@cirogomes Cirão, uma pergunta: qual será seu próximo partido (já foram seis)? Vejo vários militantes do PDT indignados com você.
#LulaNoPrimeiroTurno",Ciro Gomes," cirão, uma pergunta: qual será seu próximo partido (já foram seis)? vejo vários militantes do pdt indignados com você.",Neutro
2022-08-03 11:19:42+00:00,1554789100816924672,@cirogomes Uma legião de endividados sem a única coisa que lhes dá dignidade: o nome limpo.,Ciro Gomes, uma legião de endividados sem a única coisa que lhes dá dignidade: o nome limpo.,Neutro
2022-08-03 11:19:22+00:00,1554789015475437572,@rodsouza_ @AnarcoFino @cirogomes Perfeito 👏🏽👏🏽👏🏽,Ciro Gomes,   perfeito 👏🏽👏🏽👏🏽,Neutro
2022-08-03 11:19:07+00:00,1554788951453585409,"@cirogomes Estamos juntos, amigo.",Ciro Gomes," estamos juntos, amigo.",Neutro
2022-08-03 11:18:49+00:00,1554788875188436992,@cirogomes Bolsonaro dizia a mesma coisa. O problema é q vc quer continuar com o estado inchado. Desfazer privatizações. To fora,Ciro Gomes, bolsonaro dizia a mesma coisa. o problema é q vc quer continuar com o estado inchado. desfazer privatizações. to fora,Neutro
2022-08-03 11:18:48+00:00,1554788871698890752,"Todos aqui sabem que nos últimos meses eu tenho me engajado na campanha de Ciro e disseminado o Proj. Nac. de Desenv. No entanto, devido à possibilidade de golpe e a vantagem de Lula nas pesquisas, REAFIRMO MEU VOTO EM @cirogomes, pois uma coisa não tem nada a ver com a outra.🌹",Ciro Gomes,"todos aqui sabem que nos últimos meses eu tenho me engajado na campanha de ciro e disseminado o proj. nac. de desenv. no entanto, devido à possibilidade de golpe e a vantagem de lula nas pesquisas, reafirmo meu voto em  pois uma coisa não tem nada a ver com a outra.🌹",Negativo
2022-08-03 11:18:33+00:00,1554788811535695873,@mmdds89 @JonathasLopesPB @UOL Por isso prefiro Ciro Gomes! Esse governo aí já teve a chance dele.,Ciro Gomes,   por isso prefiro ciro gomes! esse governo aí já teve a chance dele.,Positivo
2022-08-03 11:18:28+00:00,1554788789062598657,@VitorPassos1 @AnarcoFino @cirogomes ignorou a thread inteira e veio comentar essa 💩 kkkkkkk 🥀,Ciro Gomes,   ignorou a thread inteira e veio comentar essa 💩 kkkkkkk 🥀,Neutro
2022-08-03 11:18:27+00:00,1554788784792866823,"@2022Enquetes Ciro Gomes, claro.",Ciro Gomes," ciro gomes, claro.",Neutro
2022-08-03 11:18:07+00:00,1554788701691158529,@UOL O Brasil não serve pra nada na mão do sistema! Por isso vou de Ciro Gomes,Ciro Gomes, o brasil não serve pra nada na mão do sistema! por isso vou de ciro gomes,Neutro
2022-08-03 11:18:05+00:00,1554788690374844416,"@joaogeocanhoto @MarceloFreixo @LulaOficial @_RodrigoNeves_ @cirogomes @PDT_Nacional Freixo, com certeza",Ciro Gomes,"      freixo, com certeza",Neutro
2022-08-03 11:17:59+00:00,1554788666685407233,@cirogomes Canalhas vendem até a mãe por dinheiro,Ciro Gomes, canalhas vendem até a mãe por dinheiro,Neutro
2022-08-03 11:17:50+00:00,1554788628311773186,@MInfames @JananaLacerda @cirogomes Kkkkkkk https://t.co/GIO2QLyCGV,Ciro Gomes,   kkkkkkk ,Neutro
2022-08-03 11:16:38+00:00,1554788328708493313,@rmespindola @JananaLacerda @cirogomes Aproveita é coloca junto com esses 🤣🤣🤣🤣🤣🤣tbm https://t.co/c0LmK7UAgU,Ciro Gomes,   aproveita é coloca junto com esses 🤣🤣🤣🤣🤣🤣tbm ,Neutro
2022-08-03 11:16:37+00:00,1554788322907652101,"@Luu_Leme @felipebastoreal @darasantanna @marakarina @cirogomes Eu li o trecho do livro dele e ele usa o espaço apenas para dizer que esses grupos não representam necessidades universais e estao dividindo nossa sociedade. Pura baboseira, esses grupos estao organizados politicamente e isso o assusta.",Ciro Gomes,"     eu li o trecho do livro dele e ele usa o espaço apenas para dizer que esses grupos não representam necessidades universais e estao dividindo nossa sociedade. pura baboseira, esses grupos estao organizados politicamente e isso o assusta.",Neutro
2022-08-03 11:16:08+00:00,1554788199658045443,@BrizolaMiguel @TherrienBR @Luiz_drummer_br @AlexCatx @AnarcoFino @cirogomes E é por isso que a flor murcha antes de atingir dois dígitos 💁🏽‍♀️,Ciro Gomes,      e é por isso que a flor murcha antes de atingir dois dígitos 💁🏽‍♀️,Neutro
2022-08-03 11:15:54+00:00,1554788144087695360,"@cirogomes Você só quer ser presidente pelo seu ego,nada mas",Ciro Gomes," você só quer ser presidente pelo seu ego,nada mas",Neutro
2022-08-03 11:15:31+00:00,1554788046532448257,"@AndreJanonesAdv vai se juntar mesmo com a seita?

Reflita! Há tempo.
Venha de #SenadorJanones por Minas ou até Governador apoiado por @cirogomes e o irmão @CaboDaciolo.

Como advogado é adepto a Leitura, leia o PND, deixo esse convite.

Não se misture aos imundos, da política!",Ciro Gomes," vai se juntar mesmo com a seita?reflita! há tempo.venha de  por minas ou até governador apoiado por  e o irmão  advogado é adepto a leitura, leia o pnd, deixo esse convite.não se misture aos imundos, da política!",Neutro
2022-08-03 11:15:18+00:00,1554787993684164609,"@cirogomes Canalha, facista 🤮😡",Ciro Gomes," canalha, facista 🤮😡",Neutro
2022-08-03 11:15:17+00:00,1554787986268618754,@JananaLacerda @carneirothiagoo @cirogomes Eu também sou Ciro 🌹🌹🌹👊👊👊 https://t.co/C7wi7dgPP8,Ciro Gomes,   eu também sou ciro 🌹🌹🌹👊👊👊 ,Neutro
2022-08-03 11:15:10+00:00,1554787958699577345,"@x_will10 @semiidoso @cirogomes Nossa, véi, nem sua ignorância vai te salvar.
Vc só mandou mentira.
Lamento, mas vc precisa melhorar muito p ser um simples ignorante. Seu problema é de caráter.

Qualquer outra pessoa é melhor q vc.
#PrefiroCiroPresidente12 https://t.co/yH4UR9Zser",Ciro Gomes,"   nossa, véi, nem sua ignorância vai te salvar.vc só mandou mentira.lamento, mas vc precisa melhorar muito p ser um simples ignorante. seu problema é de caráter.qualquer outra pessoa é melhor q vc. ",Neutro
2022-08-03 11:15:06+00:00,1554787943172214784,"@crudinho @AnarcoFino @JorgeEustquioF1 @cirogomes Cara, em q momento -em toda a thread! - vc encontrou referencia ao PT?",Ciro Gomes,"    cara, em q momento -em toda a thread! - vc encontrou referencia ao pt?",Neutro
2022-08-03 11:14:13+00:00,1554787718009425921,"Ciro Gomes, do PDT, tem 5%; André Janones, do Avante, e Simone Tebet, do MDB, surgem com 2% cada. Saiba mais:

https://t.co/vTcU3OMrey",Ciro Gomes,"ciro gomes, do pdt, tem 5%; andré janones, do avante, e simone tebet, do mdb, surgem com 2% cada. saiba mais:",Neutro
2022-08-03 11:14:08+00:00,1554787698518409216,"@cirogomes Para que tá feio Ciro, tenha alguma dignidade homem. Como enterrar uma carreira deste jeito? Lamento",Ciro Gomes," para que tá feio ciro, tenha alguma dignidade homem. como enterrar uma carreira deste jeito? lamento",Neutro
2022-08-03 11:14:03+00:00,1554787677920165889,"@beruta @cirogomes @lugafelix Já pensou se o JN passa uma edição toda falando em PICANHA e CERVEJA?

Certamente, painho vai fazer a mesma coisa que o Ciro....😂😂 https://t.co/yBFqOpi1H8",Ciro Gomes,"   já pensou se o jn passa uma edição toda falando em picanha e cerveja?certamente, painho vai fazer a mesma coisa que o ciro....😂😂 ",Neutro
2022-08-03 11:13:56+00:00,1554787647360565248,"@namacsan @cirogomes Amei! Letra, melodia e a sua voz doce e aveludada! Vou ouvir hoje até aprender!",Ciro Gomes,"  amei! letra, melodia e a sua voz doce e aveludada! vou ouvir hoje até aprender!",Neutro
2022-08-03 11:13:45+00:00,1554787601080541185,"Putsss. 
Que show de Mulheres.
Opssss. Só os homens brigam e batalham por 
CIRO GOMES 12 https://t.co/aD9G7dl1jb",Ciro Gomes,putsss. que show de mulheres.opssss. só os homens brigam e batalham por ciro gomes 12 ,Neutro
